TYPEAHEAD,YRKE
Pla,Planleggingstekniker (bygg og anlegg)
Teg,Tegningskontrollør (bygg og anlegg)
Kon,Konstruksjonstegner (bygg og anlegg)
Byg,Bygningskontrollør
Ele,Elektrorådgiver
Ene,Energirådgiver
Gen,Generatorberegner
Tur,Turbine engineer
Ved,Vedlikeholdsingeniør (elektro)
Ele,Elektroingeniør (bygg og anlegg)
Ing,Ingeniør (elektroinstallasjon)
Sen,Senioringeniør elektro
Ove,Overingeniør (elkraftteknikk)
Mål,Målertekniker
Tek,Tekniker (elkraftteknikk)
Tek,Tekniker (mekatronikk)
Pla,Planlegger (elkraftingeniør)
Ele,Elektroansvarlig
Tra,Transmisjonsplanlegger
Lyd,Lydplanlegger
Sat,Satelittingeniør
Pro,Produktansvarlig (elektronikk og telekommunikasjon)
Net,Nettplanlegger
Med,Medisinskteknisk ingeniør
Ins,Instrumentingeniør
Har,Hardware-designer
Wir,Wireless network engineer
Tec,Technology Manager (elektronikk og telekommunikasjon)
Avd,Avdelingsingeniør (elektronikk og telekommunikasjon)
Ove,Overingeniør (elektronikk og telekommunikasjon)
Ele,Elektroingeniør (elektronikk og telekommunikasjon)
Fir,Firmware-designer
Ele,Elektronikk/analog designer
Pro,Prosjekttekniker (elektronikk og telekommunikasjon)
Tel,Telekommunikasjonsmedarbeider (drift)
Fel,Felttekniker (elektronikk og telekommunikasjon)
Mar,Markedstekniker (elektronikk og telekommunikasjon)
Med,Medisinsk tekniker
Ove,Overmontør (elektronikk og telekommunikasjon
AV-,AV-tekniker
Job,Jobbkoordinator (elektronikk og telekommunikasjons)
Kal,Kalibreringstekniker
Ins,Installasjonstekniker
Ins,Installasjonsplanlegger
Pro,Prosjektkoordinator (elektronikk og telekommunikasjon)
Aud,Audio-/video-tekniker
Pla,Planlegger (kabelnett)
Pro,Prosjektarbeidsleder (elektronikk)
Tek,Teknisk planlegger (elektronikk og telekommunikasjon)
Sen,Senioringeniør (maskin)
Fag,Faggruppeleder
Ove,Overingeniør (maskin)
Pro,Produksjonsingeniør (maskin)
Pro,Prosjektassistent (maskin)
Gru,Gruppeleder (maskin)
Kon,Kontrollør (løfteteknikk)
Ins,Inspektør (løfteteknikk)
MC/,MC/Commissioning Ingeniør
Mek,Mekanisk ingeniør (løfteteknikk)
Des,Designingeniør
Pro,Prosjektassistent (løfteteknikk)
Pro,Prosessutvikler (maskin)
Ved,Vedlikeholdstekniker (verktøymaskiner)
Mas,Maskinkonstruktør
Mek,Mekanisk konstruktør
Tek,Teknisk kontrollør (maskin)
Pro,Produksjonsplanlegger (maskin)
Ove,Overingeniør (kjemi)
For,Forskningsassistent (kjemi)
Gru,Gruppeleder (kjemi)
Fag,Faglaborant (Kjemi- og prosessindustri)
Lab,Laborant
Lab,Laboratorieassistent (Kjemi- og prosessindustri)
Pro,Prosessutviklingsingeniør
Ove,Overingeniør (bergverk og metallurgi)
Ins,Installasjonsoperatør
Pro,Produktingeniør (kabel)
Rør,Rørledningsingeniør
Sub,Subsea ingeniør
Str,Strukturingeniør
Int,Integritetsingeniør
Pro,Product Engineer
Ope,Operasjonskoordinator
Avd,Avdelingsingeniør (olje)
Ove,Overingeniør (olje)
Sen,Senioringeniør (olje)
Ing,Ingeniør (olje)
Brø,Brønnkomplementerings-ingeniør
Brø,Brønnintervensjonsingeniør
Sen,Senioringeniør prosess
Sup,Supportingeniør (rør)
Pro,Prosjektkoordinator (olje)
Fel,Feltservicetekniker (petroleum)
Tek,Tekniker (boreteknikk)
Ved,Vedlikeholdstekniker (offshore)
Brø,Brønntekniker (offshore)
Tek,Teknisk assistent (plattform)
Pro,Prosjektingeniør (petroleum)
Lab,Laboratorieassistent (oljeutvinning og bergverksdrift)
Fag,Faglaborant (oljeutvinning og bergverksdrift)
Dok,Dokumentasjonstekniker
Sti,Stikningsassistent
Kva,Kvalitetsutviklingsingeniør
Hyd,Hydraulikkingeniør
Ing,Ingeniør (miljøteknologi)
HSE,HSEQ Engineer
Ope,Operasjonsrådgiver
Mil,Miljørådgiver
Sen,Seniorinspektør
Mil,Miljøhygieniker
HMS,HMS-operasjonsingeniør
Emb,Emballasjeingeniør
Mei,Meieriingeniør
Ing,Ingeniør (bioproduksjon og foredling)
Ing,Ingeniør (transportteknikk og logistikk)
Ing,Ingeniør (optikk)
Ing,Ingeniør (marin teknikk)
Ing,Ingeniør (øvrig teknisk virksomhet)
Kra,Kraninspektør
KHM,KHMS-Koordinator
QA ,QA Ingeniør
Kva,Kvalitetsrevisor
Kon,Kontrolltekniker (næringsmiddel)
Kjø,Kjøttkontrolltekniker
Kva,Kvalitetskoordinator (næringsmiddel)
Fer,Ferskvarekonsulent
Sen,Senior kontrollingeniør (øvrig teknisk virksomhet)
Sen,Senior planleggingsingeniør (øvrig teknisk virksomhet)
Sen,Senior prosjektoppfølger (øvrig teknisk virksomhet)
Ins,Inspektør (sjøfart)
Kva,Kvalitetsrådgiver
Ber,Beredskapsplanlegger
Ber,Bergsprengningsleder
Tek,Tekniker (sveiseteknologi)
Tek,Tekniker (transport)
Tek,Tekniker (treteknikk)
Tek,Tekniker (prosess)
Tek,Tekniker (driftsteknikk)
Tek,Tekniker (automatisering)
Tek,Tekniker (bil)
Den,Dentaltekniker
Hje,Hjelpemiddeltekniker
Pro,Produksjonstekniker (forteknologi)
Tek,Tekniker (møbelproduksjon)
Kva,Kvalitetsleder (øvrige)
Fyr,Fyringstekniker
Sen,Senior sveiseingeniør (øvrig teknisk virksomhet)
Arb,Arbeidsleder (keramikk)
For,Formann (kobber- og blikkenslager)
Bor,Boreoperatør
Bor,Boreformann
For,Formann (tunnel- og fjellarbeid)
Spr,Sprengningsleder
Arb,Arbeidende formann (anlegg)
Tea,Teamleder (energiverk)
Kon,Kontrollromsassistent
Dri,Driftsoperatør (forbrenningsanlegg)
Rep,Reparatør (forbrenningsanlegg)
For,Formann (produksjon av hygieniske og farmasøytiske produkter)
Kon,Kontrolloperatør (oljeanlegg)
Sen,Senior driftsoperatør (raffineri)
Raf,Raffineritekniker
Olj,Oljeraffinerer
Olj,Oljeraffineriarbeider
Spe,Spesialarbeider (raffineri)
Olj,Oljeraffinør
Ind,Industrirobotkontrollør
Pre,Preparant (ledende)
Pre,Preparant I
Pre,Preparant II
Pre,Preparantassitent
Fag,Faglaborant (ikke-medisinsk bioteknikk)
Lab,Laboratorieassistent (ikke-medisinsk bioteknikk)
For,Forsøksringleder
Gar,Gartnerassistent (fylke)
Rov,Rovdyrkonsulent
Kon,Konsulent (skogbruk)
Før,Førstekonsulent (skogbruk)
Fag,Fagkonsulent (skogbruk)
Mas,Maskinkadett
2. ,2. styrmann
1. ,1. styrmann
Sjø,Sjøaspirant
Hav,Havnelos
Ski,Skipper
3. ,3. styrmann
Sjø,Sjøkaptein
Sta,Statslosaspirant
Hel,Helikopterflyger
Tra,Trafikkflyger
Pil,Pilot
Ins,Instruktør (flyundervisning)
Ins,Instruktør (helikopterundervisning)
Nav,Navigatør (fly)
Sje,Sjekkflyger
Sje,Sjefsflygeleder
Før,Førsteradiograf
Rad,Radiografassistent
Fag,Fagradiograf
Ass,Assisterende sjefstråleterapeut
Avd,Avdelingsoverradiograf
Ass,Assisterende sjefradiograf
Før,Førstestråleterapeut
Avd,Avdelingsingeniør (mikrobiologi)
Gru,Gruppeleder (bioingeniør)
Dri,Driftsingeniør (bioingeniør)
Bio,Bioingeniør I
Bio,Bioingeniør III
Lab,Laboratorieingeniør (bioingeniør)
Bio,Bioingeniør II
Bio,Biobankrådgiver
Pro,Prosessingeniør (bioingeniør)
His,Histotekniker
Før,Førstelaboratorietekniker (bioingeniør)
EEG,EEG-Tekniker
Fag,Fagbioingeniør
Avd,Avdelingsingeniør (bioingeniør)
Ove,Overbioingeniør (bioingeniør)
Fag,Faglaborant (medisinsk laboratorium)
Før,Førsteapotektekniker
Por,Porselenstekniker
Gul,Gulltekniker
Tan,Tannteknikerassistent
Kla,Klassisk akupunktør
For,Forskningstekniker (dyrepleie)
Dyr,Dyrlegesekretær
Avd,Avdelingsleder (tannpleieklinikk)
Ver,Verkstedoptiker
Opt,Optikerlærling
Kir,Kiropraktorsekretær
Med,Medisinsk sekretær
Kon,Kontorhjelpepleier
HMS,HMS-inspektør
Kva,Kvalitetsleder (næringsmiddel)
Alk,Alkoholkontrollør
HMS,HMS-rådgiver
Hel,Helsekonsulent
Sen,Seniorinspektør (landbruks- og matproduksjon)
Før,Førsteinspektør (landbruks- og matproduksjon)
Ins,Inspektør (renhold)
Ins,Inspektør (hygiene)
Ins,Inspektør (meieri)
Kon,Kontrollmedarbeider (næringsmiddel)
Sen,Seniorinspektør (næringsmiddelkontroll)
Ins,Inspektør (kjøtt- og næringsmiddelkontroll)
Amb,Ambulansekoordinator
Led,Ledsager (ambulanse)
Amb,Ambulansemedhjelper (ufaglært)
Sex,Sexolog
Sen,Senior Manager
Kli,Klientansvarlig
Spa,Sparespesialist
Råd,Rådgiver (fond)
Meg,Meglerassistent (aksjemegling)
Sen,Senior rådgiver (finans)
Sen,Senior porteføljeforvalter
Sen,Senior valutamegler
Com,Compliance officer (bank)
Ban,Bankmedarbeider
Con,Controller/Kontroller (bank)
Val,Valutamegler (bank)
Dep,Depotmedarbeider
Nær,Næringslivsmedarbeider
Ris,Risk manager (bank)
Kun,Kundeanalytiker
Ana,Analytiker (bank)
Bed,Bedriftskunderådgiver
Fon,Fondsselger
Gru,Gruppeleder (bankvirksomhet)
Fag,Fagkonsulent (bank)
Kre,Kredittrådgiver
Kre,Kredittsekretær (bank)
Lån,Låneformidler
Kre,Kredittkonsulent (annen tjenesteytingende næring)
Kre,Kredittmedarbeider
Ass,Assisterende kundeansvarlig
Kun,Kundeveileder (bank)
Kun,Kunderådgiver (bank)
Sak,Saksbehandler (bank)
Sak,Sakshandsamar (bank)
Tea,Teamleder (bankarbeid)
Øko,Økonomirådgiver
Øko,Økonomikonsulent (bank)
Sen,Senior Accountant
Tra,Trading Accountant
Ass,Assistant consolidation manager
Fag,Fagkonsulent (revisjon)
Sen,Senior konsulent (revisjon)
Sen,Senior konsulent (økonomi - privat virksomhet)
Fag,Fagkonsulent (økonomi - privat virksomhet)
Avd,Avdelingsleder (regnskap)
Gru,Gruppeleder (regnskap)
Tak,Takstkonsulent
Tak,Takstbestyrer
Byg,Bygningsteknisk konsulent
Bil,Bilteknisk konsulent
Inn,Innetekniker
Tak,Takstmedarbeider
For,Forsikringsselger
Cla,Claims handler
Ser,Servicekonsulent (forsikring)
Sak,Saksbehandler (forsikring)
Sak,Sakshandsamar (forsikring)
Ris,Risikoanalytiker
Ris,Risikovurderer
Bed,Bedriftsassurandør
Fag,Fagkonsulent (forsikringsselskap)
Meg,Meglerkonsulent
Sen,Senior forsikringsrådgiver
Råd,Rådgiver (forsikring)
Kun,Kundeveileder (forsikring)
Kun,Kundekonsulent (forsikring)
Kun,Kunderådgiver (forsikring)
Ska,Skadespesialist
Ska,Skademedarbeider
Ska,Skadekonsulent
Ska,Skadeoppgjørskonsulent (autorisert)
Spe,Spesialrådgiver (forsikring)
Chi,Chief underwriter
Sal,Salgsagent (engros)
Sal,Salgsreisende (agent)
Ope,Operasjonssjef (import/eksport)
Eks,Eksportstipendiat
Sel,Selger (agentur)
Sel,Selger (agent)
Eks,Eksportselger
Ute,Uteselger
Var,Varekonsulent
Ind,Industriselger
Kon,Konseptselger
Dag,Dagligvarekonsulent
Dis,Distriktsrepresentant
For,Forhandlerselger (engros)
Mer,Merchandiser
eCo,eCommerce Consultant
Rel,Relasjonsbygger (selger)
Sen,Seniorselger
Dis,Distriktssjef
Are,Area Sales Manager
Omr,Områdesalgssjef
Dis,Distriktsansvarlig
Imp,Importør (agent)
Sal,Salgsrepresentant
Sal,Salgskoordinator
Sal,Salgsrådgiver
Sal,Salgsmedarbeider
Avd,Avdelingsleder (engros)
Pro,Product Sales Specialist
Pro,Produktansvarlig (engros)
Kun,Kundeansvarlig
Før,Førstekonsulent (innkjøp)
Inn,Innkjøpskoordinator
Kon,Kontraktskoordinator (innkjøp)
Inn,Innkjøpssekretær
Inn,Innkjøpsagent
Inn,Innkjøpsassistent
Inn,Innkjøpskonsulent
Inn,Innkjøpsmedarbeider
Sen,Seniorinnkjøper
Var,Varemerkeansvarlig
Pro,Programinnkjøper
Kon,Kontraktskonsulent
Inn,Innkjøpsrådgiver
Inn,Innkjøpscontroller
Var,Varebestiller (dagligvare)
For,Forsyningsleder
Shi,Shippingmedarbeider
Kjø,Kjøps-/salgsmegler
Mar,Maritim trainee
Olj,Oljekontraktkjøper
Eks,Eksportmedarbeider
Ope,Operation Manager
Sjø,Sjøfraktmedarbeider
Spe,Speditørmedarbeider
Gru,Gruppeleder (spedisjon)
Dri,Driftsanvarlig
Bef,Befrakter (spedisjon)
Sen,Seniorbefrakter
Bef,Befrakter (rederi)
Tra,Transportmedarbeider (spedisjon)
Tra,Trafikkmedarbeider
Tra,Transportsekretær
Tra,Transportkoordinator
Sen,Senior megler (spedisjon)
Tra,Transportmegler
Tea,Teamleder (spedisjon)
Koo,Koordinator (spedisjon)
Imp,Importfortoller
Arr,Arrangementsplanlegger
Mes,Messeplanlegger
Kar,Karriereveileder (jobbsøking)
Sal,Salgskonsulent (vikarbyrå)
Jun,Juniorkonsulent (vikarbyrå)
Kun,Kundekonsulent (vikarbyrå)
Vik,Vikarbyråkonsulent
Arb,Arbeidsformidler
For,Formidler (privat arbeidsformidling)
Yrk,Yrkesrettleder
Hea,Headhunter
Bem,Bemanningsrådgiver
Tom,Tomteakkvisitør
Eie,Eiendomsbestyrer
Bol,Boligforvalter
For,Forvaltningsleder
Meg,Megler/Eiendomsmegler
Sta,Statsautorisert eiendomsmegler
Eie,Eiendomsmeglerkandidat
Eie,Eiendomskonsulent
Sen,Senior megler (eiendom)
Vis,Visningsassistent/-medarbeider
Meg,Meglerassistent
Nær,Næringsmegler
Pro,Prosjektmegler
Utl,Utleiesjef
Lit,Litteraturagent
Mus,Musikkagent
Age,Agent (idrett/kultur)
Tea,Teateragent
Idr,Idrettsagent
Spo,Sponsorformidler (bank)
Ann,Annonseakkvisitør (strategi og rådgivning)
Adv,Advokatsekretær
Jur,Juridisk sekretær
Adv,Advokatassistent
Adm,Administrasjonskonsulent
Kom,Komitesekretær
Pro,Protokollsekretær
Tol,Tollkontrollør
Tol,Tollbetjent
Tol,Tollaspirant
For,Fortoller (tollvesenet)
Før,Førstesekretær (tollvesenet)
Gre,Grensekontrollør
Kon,Konsulent (tollvesenet)
Tol,Tolloverinspektør
Før,Førstetollinspektør
Sak,Sakshandsamar (offentleg sosiale ytingar)
Før,Førstesekretær (trygdeetaten)
Lav,Lavere saksbehandler i trygdeetaten
Råd,Rådgiver (sosialkontor)
Før,Førstekonsulent (sosialkontor)
Att,Attføringskonsulent (arbeidsmarkedsetaten)
Arb,Arbeidsformidler (offentlig formidling)
Ret,Rettleder (arbeidsmarkedsetaten)
For,Formidler (arbeidsmarkedsetaten)
Gru,Gruppeleder i arbeidsmarkedsetaten
Lis,Lisenssekretær
Sak,Sakshandsamar (førarkort)
Sak,Sakshandsamar (importlisens)
Len,Lensmannsfullmektig
Len,Lensmannsførstebetjent
Spe,Spesialmedarbeider (politiet)
Pol,Politietterforsker
Liv,Livvakt
Kri,Kriminalanalytiker
Pol,Politikonstabel
Pol,Politispesialist
Utr,Utreder (politi)
Ett,Etterforsker
Pol,Polititjenestemann
Pol,Politiførstebetjent
Ett,Etterforskingsleder
Påt,Påtaleleder
Pol,Politioverkonstabel
Pas,Passkontrollør (ferjer)
Sak,Saksbehandler 2 (konsulent offentlig administrasjon)
Sak,Sakshandsamar 2 (konsulent offentleg administrasjon)
Idr,Idrettsfaglig konsulent
Idr,Idrettsleder
Kul,Kulturvernkonsulent
Nær,Nærmiljøkonsulent
Tur,TurnÅ legger
Kul,Kultursekretær
Kul,Kulturminnekonsulent
Jus,Justerkontrollør
Ett,Etterforsker (privat)
Klu,Klubbleder (fritidsklubb)
Fri,Fritidsklubbleder
Ung,Ungdomsklubbleder
Mil,Miljøarbeider (sosial)
Ung,Ungdomskontakt
Opp,Oppvekstkonsulent
Pro,Prosjektmedarbeider (barne- og ungdomsarbeid)
Led,Ledende feltarbeider
Fel,Feltarbeider
Ung,Ungdomsleder
Ung,Ungdomskurator
Sek,Seksjonsleder (ungdomstiltak)
Ung,Ungdomssekretær (humanitært arbeid)
Ung,Ungdomsveileder
Avd,Avdelingsleder (arbeidsmarkedsbedrift)
Rus,Ruskonsulent
Alk,Alkohol- og rusmiddelterapeut
Rus,Ruskoordinator
Rus,Ruskurator
Pro,Prosjektmedarbeider (sosionom)
Reh,Rehabiliteringskoordinator (sosionom)
Sos,Sosionom (psykisk helsearbeid)
Sos,Sosialfullmektig (sosionom)
Rus,Rusmiddelkonsulent (sosionom)
Fag,Fagkonsulent (sosionom)
Mil,Miljøterapeut (sosionomarbeid)
Mil,Miljøterapeut (sosionom)
Inn,Innvandrerkonsulent
Fly,Flyktningkoordinator
Fly,Flyktningguide
Bar,Barnevernfullmektig
Mot,Mottakskonsulent
Akt,Aktivitetsleder (sosial)
Sos,Sosialkurator
Sos,Sosialarbeider (oppsøkende virksomhet)
Pro,Programleder (sosial)
Til,Tilrettelegger (arbeidsmarkedsbedrift)
Arb,Arbeidstilrettelegger (arbeidsmarkedsbedrift)
Arb,Arbeidsleder (arbeidsmarkedsbedrift)
Reg,Regionsekretær (humanitært arbeid)
Dia,Diakonisse
Dia,Diakonmedarbeider
Klo,Klokkerdiakon
Sok,Soknediakon
Dia,Diakoniarbeider
Sog,Sognediakon
Ung,Ungdomsdiakon
Ett,Ettårig kretssekretær (menighetsarbeid)
Lan,Landssekretær (menighetsarbeid)
Men,Menighetskonsulent
Men,Menighetskoordinator
Mil,Miljøarbeider (menighetsarbeid)
Men,Menighetssekretær
Ung,Ungdomssekretær (menighetsarbeid)
Ung,Ungdomsarbeider (menighetsarbeid)
Bar,Barne-og ungdomssekretær (menighetsarbeid)
Kre,Kretssekretær (menighetsarbeid)
Mis,Misjonssekretær
Ung,Ungdomspastor
Eva,Evangelist
Haf,Hafiz (koranlærer)
Qar,Qari (koranlærer)
Tro,Trosopplærer
Joc,Jockey
Kus,Kusk
Fot,Fotballspiller
Hån,Håndballspiller
Ish,Ishockeyspiller
Idr,Idrettsinstruktør
Tre,Treningsveileder
Gol,Golfinstruktør
Bab,Babysvømmeinstruktør
Tre,Treningsinstruktør
Kla,Klatreinstruktør
Svø,Svømmeinstruktør
Skø,Skøyteinstruktør
Ski,Skiinstruktør
Tur,Turninstruktør
Spo,Sportspinninstruktør
Ste,Step-instruktør
Sty,Styrkeinsturktør
Fot,Fotballtrener
Fri,Friidrettstrener
Hån,Håndballtrener
Ish,Ishockeytrener
Tre,Treningsleder
Idr,Idrettstrener
Top,Toppspillerutvikler
Hov,Hovedtrener
Vol,Volleyballtrener
Svø,Svømmetrener
Ten,Tennistrener
Bas,Basketballtrener
Rid,Rideinstruktør
Tra,Travtrener
Gal,Galopptrener
Rid,Ridelærer
Spo,Sportssjef
Tre,Treningsstudioveileder
Aer,Aerobicsinstruktør
Per,Personlig trener
Fje,Fjernsynsfotograf
TV-,TV-fotograf
Duk,Dukkefilmfotograf
Dok,Dokumentarfilmfotograf
Teg,Tegnefilmfotograf
Mik,Mikrofilmfotograf
Nat,Naturfotograf
Før,Førstefotograf
Fot,Fotografmester
Fot,Fotomedarbeider
Fag,Fagarbeider (fotografi)
Por,Portrettfotograf
Rek,Reklamefotograf
Pre,Pressefotograf
Kli,Klipper (fotografi)
Mus,Museumsfotograf
Ins,Institusjonsfotograf
For,Formann (fotografi)
Fot,Fotograflærling
Fot,Fotosjef
Før,Førstedekorkonsulent
Dek,Dekorkonsulent
Kun,Kunstmontør
Tek,Tekster (dekoratør)
Vis,Visual merchandiser
Pro,Produksjonskoordinator (forlag)
Pro,Prosjektmedarbeider (interiørdesign)
Int,Interiørstylist
Fje,Fjernsynsdekoratør
Inn,Innredningskonsulent
Far,Fartøyvernkonsulent
Mus,Museumsassistent
Ass,Assisterende kjøkkensjef
Kan,Kantinebestyrer
Kjø,Kjøkkenleder
Pro,Produsent (film o.l.)
Fil,Filminspisient
Lys,Lysplanlegger
Tek,Teknisk ansvarlig (elektronisk utstyr)
Lys,Lysassistent
Tek,Teknisk assistent
Sce,Scenefagarbeider
IKT,IKT-driftsansvarlig
IKT,IKT-driftskonsulent
Dri,Driftskoordinator (IT)
Sik,Sikkerhetskoordinator
Sup,Supportingeniør (IT)
Sof,Softwareforvalter
Utv,Utviklingsingeniør (hardware)
Sen,Senioringeniør (IT)
Ora,Oracle ekspert
Pro,Prosjektingeniør (IT)
Ove,Overingeniør (IT)
IT-,IT-ingeniør
Dri,Driftsingeniør (IT)
Pro,Prosjektansvarlig (IT)
Pro,Prosessarkitekt (IT)
Net,Nettverksspesialist
Net,Nettverksarkitekt
SW-,SW-ingeniør
Hel,Helpdeskansvarlig
Sup,Supporttekniker (IT)
Obs,Observerer (IT)
Pla,Planlegger (IT)
PC-,PC-tekniker
Bru,Brukerstøtte IT
Dat,Databaseutvikler
Dat,Databaseansvarlig
Cus,Customer support executives
Ser,Servicetekniker (IT)
Dri,Driftstekniker (IT)
Dat,Databasearkitekt
Sup,Supportmedarbeider (IT)
Lær,Lærling (IKT-servicefag)
IKT,IKT-lærling
IT-,IT-assistent
Kon,Konsulent  (brukerstøtte)
Web,Web-koordinator
Inf,Informasjonsarkitekt
Web,Web-administrator
Por,Portalsjef
Int,Internett-utvikler
Int,Internett-supporter
Int,Internett-spesialist
Int,Internett-medarbeider
Web,Web-utvikler
Web,Web Developer
Web,Web-konsulent
Web,Web-coach
Web,Web-ansvarlig
Int,Interaksjonsdesigner
Web,Web-master
Bil,Billedmikser
Inn,Innspillingsassistent
Lyd,Lydassistent
Kon,Konferansetekniker
Stu,Studioassistent (radio/fjernsyn/film)
Kam,Kamerakvinne
Kys,Kystradiooperatør
Rad,Radartekniker
Sam,Sambandsleder
Led,Lederassistent  (kontor)
Ord,Ordretilrettelegger
Ret,Rettsbetjent
Ser,Serviceansvarlig (kontor)
Reg,Regnskapssekretær
Fag,Fagarbeider (kontorfag)
Ful,Fullmektig (kontorarbeid)
Spe,Spesialarbeider (kontorfag)
Kon,Kontaktmann (markedsføring)
Sal,Salgssekretær
Pro,Promotionmedarbeider
Kon,Kontorassistent
Kon,Kontorfullmektig
Ful,Fullmektig
Adm,Administrasjonsassistent
Sko,Skolefullmektig
Kon,Kontordame/-mann
Ord,Ordrebereder
Ord,Ordrekonsulent
Sak,Saksbehandler (privat virksomhet)
Sak,Sakshandsamar (privat verksemd)
Kon,Kontorist
Kon,Kontormedarbeider (tekstbehandling)
Kon,Kontormedarbeider (verdibehandling)
Kon,Kontraktbehandler (kontorarbeid)
Kon,Konsulent (kundeservice)
Mil,Miljø- og energiassistent
Kon,Kontorhjelp
Met,Meteorologisekretær
Fly,Flymeterologikonsulent
Met,Meteorologiassistent
Før,Førstemeteorologifullmektig
Met,Meteorologikonsulent
Pro,Produksjonssekretær
Kon,Konsernsekretær
Sen,Senior sekretær
Bol,Boligsekretær
Bar,Barnesekretær
Meg,Meglersekretær
Ver,Verkstedssekretær
Reg,Regionssekretær
Kir,Kirkesekretær
Hov,Hovedsekretær
Kur,Kurskoordinator
Tel,Telesekretær
Sen,Seniorsekretær
Opp,Opplæringssekretær
Mas,Maskinskriver
Kab,Kabinettsekretær
Stu,Studiesekretær
Son,Sonesekretær
Sko,Skolesekretær
Bys,Bystyresekretær
Att,Attføringssekretær
Aks,Aksjonssekretær
Adm,Administrator
Adm,Administrativ assistent
Abo,Abonnementssekretær
For,Forliksrådssekretær
Eks,Eksportsekretær
Rea,Reassuransesekretær
Øko,Økonomisekretær
Kre,Kredittsekretær
Kon,Kontorsekretær med sentralbordtjeneste
Kon,Kontorsekretær
Fak,Faktureringssekretær
Dri,Driftssekretær
Avd,Avdelingssekretær
Lær,Lærling (kontormedarbeider)
Mar,Markedsmedarbeider
Mar,Markedsassistent
Mar,Marketingassistent
Mar,Marketingsekretær
Mar,Markedssekretær
Rek,Reklamesekretær
Før,Førstefullmektig
Ser,Servicesystemkoordinator (dataregistrering)
Ful,Fullmektig (statistikkarbeid)
Bet,Betjentaspirant (post)
Før,Førstekasserer (bank)
Bin,Bingobetjening
Ink,Inkassosekretær
Inn,Innfordringssekretær
Ink,Inkassokonsulent (forsikring)
Kun,Kundekonsulent (inkasso)
Cha,Charteransvarlig
Cli,Client Manager
Rei,Reiserådgiver
Ser,Servicemedarbeider (reiseliv)
Fer,Feriekonsulent
Reg,Regionkoordinator (reisebyrå)
Fly,Flyplassrepresentant
Tur,Turoperatørkonsulent
Ser,Servicemedarbeider (turoperatør)
Mar,Markedskonsulent (reisebyrå)
Sup,Supervisor (reisebyrå)
Inn,Innsjekkingsmedarbeider (reiser)
Inn,Innsjekker (flyplass)
Sel,Selger (reisebyrå)
Boo,Booker
Boo,Bookingassistent
Cal,Callsentermedarbeider
Eks,Ekstrahjelp (sentralbord)
Tra,Trafikkoordinator
Res,Resepsjonsfullmektig (hotell)
Nat,Nattresepsjonist
Res,Resepsjonsassistent (hotell)
Pic,Piccolo
Por,Portier
Res,Resepsjonsbetjent (hotell)
Lær,Lærling (resepsjonist)
Boo,Bookingassistent (hotell)
Res,Resepsjonsleder (hotell)
Res,Resepsjonsleder (ekskl. hotell)
Per,Personlig intervjuer
Tel,Telefonintervjuer
Sen,Senior regnskapskonsulent
Sak,Saksbehandler (regnskap)
Pro,Prosjektmedarbeider (regnskap)
Fag,Fagkonsulent (regnskap)
Sak,Sakshandsamar (rekneskap)
Ska,Skattemedarbeider
Tra,Transportøkonom
Inn,Innfordringsleder
Ska,Skatteoppkrever
Ass,Assistant controller
Fon,Fondsrådgiver
Kli,Klinikkonsulent
Cos,Cost Controller
Øko,Økonomiassistent
Inn,Innfordringskonsulent
Bor,Boreøkonom
Kre,Kredittkonsulent
Øko,Økonomiarbeider
Sys,Systemcontroller
Fak,Fakturakonsulent
Fak,Fakturaskriver
Ful,Fullmektig (regnskap)
Ful,Fullmektig (økonomi)
For,Forsikrings- og finansmedarbeider
Løn,Lønnskoordinator
Løn,Lønnsansvarlig
Avd,Avdelingsleder (lønn)
Hyr,Hyremedarbeider
Fag,Fagleder lønn
Løn,Lønningskonsulent
Hyr,Hyreansvarlig
Var,Vareplukker
Var,Varemottaker
Lag,Lagerbetjent
Lag,Lageroperatør
Lag,Lagerarbeider
Pos,Postordreekspeditør
Ver,Verktøyansvarlig
Ass,Assisterende skiftleder
Ser,Servicemedarbeider (lager)
Fre,Fremplukker
Lær,Lærling (logistikkoperatør)
Lær,Lærling (logistikk)
Eks,Ekspedisjonsmedarbeider
Avd,Avdelingsleder (lager)
Led,Ledende formann (lager)
Gru,Gruppeleder (lager)
Arb,Arbeidsleder (lager)
Lag,Lageransvarlig
Kon,Konsulent (materialadministrasjon)
Fag,Fagoperatør (materialadminastrasjon)
Mat,Materialmedarbeider
Dis,Distribusjonsmedarbeider
Ter,Terminaloperatør (lager)
Ter,Terminaloperatør (spedisjon)
Koo,Koordinator (logistikk)
Avd,Avdelingsleder (logistikk)
Sen,Senior logistikkrådgiver
Log,Logistikkrådgiver
Sal,Salgskonsulent (frakt - lufthavn)
Kon,Kontrollør (frakt - lufthavn)
Tra,Trafikkleder (jernbane)
Rut,Ruteplanlegger
Tra,Trafikkontrollør (persontrafikk)
Lær,Lærling (yrkessjåfør)
God,Godseksepeditør (frakt - lufthavn)
Kai,Kaibetjent
Luf,Lufthavnkontrollør
Fly,Flyekspeditør
Sta,Stasjonsbetjent (jernbane/T-bane)
Tra,Trafikkonsulent (lufthavn)
Mar,Maritim trafikkleder
